,title,rating,review_count,price,Издательство,ISBN,Переплет,Количество страниц,Бумага,Язык,Дата выхода,Высота издания,Ширина издания,Код товара,Unnamed: 14,Тираж,Иллюстрированная,Формат книги,Толщина издания,Производитель,Артикул,Количество листов,Формат,Крепление,Обложка,Отделка обложки,Плотность,Страна-производитель,Размер (Д×Ш×В),Упаковка,Год,Учебный период,Предметы,Бренд,Серия,Цвет,Материал,Типы материалов,Пол,Дополнительная информация,Количество в наборе,Возраст,Размер упаковки (Д×Ш×В),Торговая марка,Вид,Особенности,Продолжительность игры,Количество игроков,Комплектация,Вид лампы,Количество режимов,Световая температура,Световой поток,Мощность,Патрон,Тип питания,Разъёмы,Длина кабеля,Гарантия,Unnamed: 17,Цоколь
2391,Герой нашего времени,5.0,1.0,1108,Дримбук,978-5-00155-625-1,твердый переплет,224.0,,русский,2023.0,207 мм,135 мм,2910945,,,,,22 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,Желчь. Ферменты,,,3219,АСТ,978-5-17-150914-9,твердый переплет,256.0,офсетная,русский,2022.0,220 мм,148 мм,2686280,,,,,18 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,Прописи-тетрадь для детей. Шаг 1. Учимся писать буквы,5.0,5.0,537,,4606008542717,мягкая обложка,16.0,офсетная,русский,2022.0,210 мм,165 мм,2434431,,,,,,Феникс +,,,,,,,,,,,,1-4 классы,,,,,,прописи,,,,,,,,,,,,,,,,,,,,,,,
2394,"Как влиять на людей, завоевывать друзей и выработать уверенность в себе, выступая публично",5.0,3.0,2250,АСТ,978-5-17-133266-2,твердый переплет,448.0,газетная,русский,2021.0,205 мм,130 мм,1919843,,3000 экземпляров,нет,84x108/32,28 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,Гравити Фолз. Не раскрашивай эту книгу!,5.0,55.0,2188,Эксмо,"978-5-699-92675-6, 9785699926756",мягкая обложка,64.0,,русский,2017.0,,,950112,,,нет,80x98/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,Мы всегда жили в замке,5.0,1.0,1389,АСТ,978-5-17-123224-5,мягкая обложка,256.0,офсетная,русский,2020.0,180 мм,115 мм,1819181,,4000 экземпляров,нет,76x100/32,14 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,Теория бесконечных обезьян,5.0,2.0,2510,Popcorn Books,978-5-604-65328-9,мягкая обложка,384.0,,русский,2022.0,210 мм,140 мм,2280063,,,нет,,30 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,Годовой курс занятий с детьми 5-6 лет,4.9,12.0,1318,,978-5-506-02784-3,переплет из картона,96.0,офсетная,русский,2018.0,210 мм,280 мм,1456951,,,нет,,10 мм,,978-5-506-02784-3,,,,,,,,,,,,,,,,,,,,,,,УМка,,,,,,,,,,,,,,,,,
2399,Полный курс нумерологии. Как найти себя и раскрыть свой потенциал,4.5,20.0,2360,Иностранка / КоЛибри,978-5-389-13690-8,мягкая обложка,352.0,,русский,2021.0,180 мм,140 мм,1274049,,,нет,60x84/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,Матрица судьбы от А до Я,,,2068,АСТ,978-5-17-159711-5,твердый переплет,224.0,типографская,русский,2023.0,207 мм,130 мм,3008396,,,,84×108/32,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,Все мы творения на день,5.0,2.0,2079,Эксмо,978-5-04-119098-9,мягкая обложка,224.0,офсетная,русский,2021.0,203 мм,170 мм,2004567,,3000 экземпляров,нет,60x84/16,13 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,Законы победителей,4.6,14.0,5050,Попурри,"978-985-15-5494-8, 978-985-15-5011-7, 978-985-15-5011-7, 978-985-15-4478-9, 978-985-15-3855-9",твердый переплет,288.0,офсетная,русский,2023.0,220 мм,148 мм,1307952,,,нет,60×90/16,17 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,Как научиться убеждать и добиваться успеха,4.8,6.0,1616,Эксмо,978-5-699-91991-8,мягкая обложка,416.0,,русский,2017.0,,,805578,,,нет,76x100/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,Хлеб с ветчиной,4.7,7.0,1661,Эксмо,978-5-699-93340-2,твердый переплет,320.0,газетная,русский,2021.0,208 мм,135 мм,798382,,,нет,84x108/32,24 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,Нелюбовь сероглазого короля,5.0,6.0,2108,Like Book,978-5-04177-037-2,мягкая обложка,320.0,"офсетная, пухлая",русский,2023.0,213 мм,139 мм,2693933,,,,60x90/16,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,Три толстяка,5.0,12.0,1007,Росмэн,978-5-353-07253-9,твердый переплет,192.0,,русский,2021.0,,,575503,,12000 экземпляров,нет,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,Мера всех вещей,,,1250,АСТ,978-5-17-154275-7,мягкая обложка,448.0,"пухлая, типографская",русский,2023.0,181 мм,116 мм,2768792,,,,76x100/32,33 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,Анна Каренина,4.8,8.0,1338,АСТ,978-5-17-087888-8,мягкая обложка,864.0,офсетная,русский,2015.0,180 мм,115 мм,512445,,,нет,76x100/32,32 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,Чапаев и Пустота,4.8,4.0,1328,Азбука,978-5-389-10005-3,мягкая обложка,352.0,газетная,русский,2021.0,180 мм,116 мм,552383,,7000 экземпляров,нет,,13 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,Сильмариллион,4.9,17.0,2469,АСТ,978-5-17-095863-4,твердый переплет,416.0,газетная,русский,2016.0,206 мм,133 мм,653741,,,нет,,28 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,Математика. Большой сборник заданий для уроков и олимпиад с ответами и пояснениями. 1-4 классы,5.0,4.0,1570,АСТ,978-5-17-121377-0,мягкая обложка,416.0,типографская,русский,2020.0,200 мм,125 мм,1660607,,,нет,84x108/32,,,,,,,,,,,,,,1-4 классы,математика,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,Зеленая миля,4.9,93.0,2207,Астрель,978-5-271-42125-9,твердый переплет,381.0,газетная,русский,2012.0,,,275468,,,нет,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,"Вальс Гормонов 2. Девочка, девушка, женщина + «мужская партия». Танцуют все!",4.9,57.0,3781,АСТ,978-5-17-110842-7,твердый переплет,352.0,,русский,2018.0,215 мм,175 мм,1214435,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,Белые ночи,4.9,55.0,1000,АСТ,978-5-17-106575-1,мягкая обложка,320.0,офсетная,русский,2018.0,179 мм,115 мм,1054883,,,нет,76x100/32,16 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,600 наклеек. Времена года,5.0,4.0,1853,Робинс,978-5-4366-0700-9,мягкая обложка,32.0,,русский,2020.0,295 мм,210 мм,1857246,,,нет,,40 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,Тысячеликий герой,4.5,8.0,1952,Питер,978-5-4461-1292-0,мягкая обложка,544.0,газетная,русский,2020.0,180 мм,115 мм,1410420,,,нет,76x100/32,42 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,Цветы для Элджернона,5.0,7.0,1325,Эксмо,978-5-04-121534-7,мягкая обложка,320.0,,русский,2021.0,180 мм,115 мм,2019143,,,нет,76x100/32,21 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,Трудно быть богом,5.0,2.0,2469,АСТ,978-5-17-116556-7,твердый переплет,256.0,,русский,2019.0,187 мм,120 мм,1407059,,5000 экземпляров,нет,76x100/32,25 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,Зерделі ертегілер,,,3520,Аруна,9786013350639,твердый переплет,72.0,,казахский,2021.0,288 мм,220 мм,2103379,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,Маленькая злая книга 3,4.8,33.0,2340,Эксмо,978-5-04-104498-5,твердый переплет,176.0,офсетная,русский,2020.0,,,1608376,,,нет,62x88/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,Потерянные девушки Рима,4.6,44.0,1207,Азбука,978-5-389-15002-7,мягкая обложка,480.0,,русский,2018.0,180 мм,115 мм,1200989,,5000 экземпляров,нет,,18 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,Burda. Мой курс по шитью для начинающих,,,3472,ИД Бурда,978-5-93780-074-9,мягкая обложка,84.0,офсетная,русский,,270 мм,210 мм,2575713,,,,,11 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,Метод книжной героини,4.9,14.0,2991,Like Book,978-5-04-159994-2,твердый переплет,448.0,"офсетная, пухлая",русский,2022.0,207 мм,134 мм,2603149,,6000 экземпляров,,84x108/32,26 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,Таинственный мир динозавров,,,4344,АСТ,978-5-17-158874-8,твердый переплет,96.0,"матовая, мелованная",русский,2023.0,291 мм,215 мм,3079548,,,,60x84/8,12 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,Голова профессора Доуэля,5.0,4.0,1044,АСТ,978-5-17-099267-6,мягкая обложка,256.0,офсетная,русский,2016.0,180 мм,114 мм,749114,,,нет,76x100/32,12 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2426,Волшебная гора,5.0,4.0,2020,АСТ,978-5-17-091774-7,мягкая обложка,928.0,газетная,русский,2015.0,180 мм,117 мм,551646,,7000 экземпляров,нет,76x100/32,35 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,Окна во двор,4.8,51.0,2415,Popcorn Books,978-5-604-78596-6,мягкая обложка,656.0,,русский,2022.0,210 мм,140 мм,2646985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,Гений общения. Как им стать?,4.3,3.0,2002,Питер,978-5-4461-1303-3,мягкая обложка,224.0,газетная,русский,2021.0,180 мм,115 мм,1410381,,,нет,76x100/32,18 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,Девушка с татуировкой дракона,5.0,2.0,1616,Эксмо,978-5-04-121604-7,мягкая обложка,736.0,газетная,русский,2021.0,187 мм,115 мм,2065692,,3000 экземпляров,нет,76x100/32,32 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,Классическая камасутра. Полный текст легендарного трактата о любви,5.0,2.0,9391,Эксмо,978-5-699-83605-5,твердый переплет,224.0,,русский,2016.0,,,644463,,,нет,60x84/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,Проработка Сценариев Рода. Метафорические ассоциативные карты,5.0,1.0,4968,АСТ,978-5-17-150528-8,мягкая обложка,256.0,газетная,русский,2023.0,125 мм,85 мм,2752740,,,,108x84/64*,35 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,Властелин колец. Возвращение короля,5.0,6.0,1614,АСТ,978-5-17-114121-9,мягкая обложка,416.0,,русский,2019.0,180 мм,115 мм,1351390,,3000 экземпляров,нет,76x100/32,25 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,Новая земля. Новый образ жизни. Пробуждение к своей жизненной цели,4.8,5.0,2636,РИПОЛ классик,978-5-386-10500-6,твердый переплет,336.0,газетная,русский,2022.0,218 мм,148 мм,1079458,,,нет,60x90/16,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,Кроткая,5.0,4.0,1000,АСТ,978-5-17-139294-9,мягкая обложка,320.0,типографская,русский,2021.0,180 мм,115 мм,2308084,,,нет,76x100/32,22 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2435,Призрак мальчика в пижаме,5.0,1.0,2863,Эксмо,978-5-04-113035-0,твердый переплет,352.0,офсетная,русский,2021.0,212 мм,138 мм,2216067,,,нет,60x90/16,22 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,Хочу и буду. 6 правил счастливой жизни,5.0,2.0,2316,Эксмо,978-5-04184-796-8,мягкая обложка,400.0,офсетная,русский,2023.0,178 мм,122 мм,2850108,,,,75x100/32,19 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,Двойник Запада,5.0,7.0,3087,Эксмо,978-5-04-168839-4,твердый переплет,384.0,,русский,2022.0,207 мм,135 мм,2555108,,,,84×108/32,25 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438,Большая книга лучших сказок мира,4.7,26.0,6347,Росмэн,978-5-353-08955-1,твердый переплет,320.0,,русский,2018.0,264 мм,205 мм,1214739,,,нет,,30 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,Поллианна,5.0,1.0,1614,АСТ,978-5-17-121707-5,твердый переплет,304.0,офсетная,русский,2020.0,207 мм,133 мм,1604335,,4500 экземпляров,нет,84x108/32,19 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,1984,5.0,1.0,1178,Эксмо,978-5-04-118662-3,мягкая обложка,352.0,газетная,русский,2022.0,,,2098460,,13000 экземпляров,нет,76x100/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,"Красный, белый и королевский синий",4.5,22.0,3438,АСТ,978-5-271-48677-7,твердый переплет,480.0,офсетная,русский,2020.0,,,1867503,,5000 экземпляров,нет,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,Дон Кихот,5.0,2.0,1178,Эксмо,978-5-04-154008-1,твердый переплет,544.0,газетная,русский,2021.0,207 мм,133 мм,2098681,,7000 экземпляров,нет,84x108/32,27 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,Куда приводят мечты,4.7,22.0,2866,Азбука,978-5-389-11531-6,суперобложка,352.0,офсетная,русский,2021.0,200 мм,115 мм,694683,,,нет,84x108/32,19 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,Голоса летнего дня,4.0,5.0,1481,АСТ,978-5-17-139349-6,мягкая обложка,384.0,офсетная,русский,2021.0,180 мм,115 мм,2296425,,,нет,76x100/32,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,Искусство получать. Метафорические карты исполнения желаний,5.0,10.0,6530,АСТ,978-5-17-118617-3,,128.0,картон,русский,2020.0,215 мм,155 мм,1668542,,,нет,,45 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,Как располагать к себе людей. Как эффективно общаться с людьми. Как преодолеть тревогу и стресс. Как сделать свою жизнь легкой и интересной. Как стать эффективным лидером,5.0,4.0,5064,Попурри,"978-985-15-4932-6, 978-985-15-4932-6, 978-985-15-4470-3, 978-985-15-4059-0, 978-985-15-3153-6, 978-985-15-2937-3, 978-985-15-2064-6",твердый переплет,720.0,газетная,русский,2023.0,215 мм,150 мм,380111,,7000 экземпляров,нет,60x84/16,35 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,Сокровенное сказание монголов. Великая Яса,5.0,3.0,6979,Эксмо,978-5-04-155334-0,твердый переплет,448.0,офсетная,русский,2021.0,265 мм,174 мм,2240692,,,нет,70x108/16,31 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,"1000 щенков. Головоломки, лабиринты, игры",,,1102,АСТ,978-5-17-122627-5,мягкая обложка,80.0,офсетная,русский,2020.0,280 мм,210 мм,1830795,,5000 экземпляров,нет,60x84/8,5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,Маленькие женщины,4.8,73.0,1044,АСТ,978-5-17-154501-7,мягкая обложка,384.0,"пухлая, типографская",русский,2023.0,180 мм,115 мм,2758814,,,,76x100/32,28 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,Виноваты звезды,4.8,166.0,2782,АСТ,"978-5-17-086712-7, 978-5-17-084855-3",твердый переплет,288.0,офсетная,русский,2017.0,288 мм,135 мм,424811,,,нет,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,Мой блокнот. Идеальный тайминг,5.0,8.0,1637,Попурри,978-985-15-4274-7,мягкая обложка,96.0,,русский,2021.0,,,1517636,,,нет,70x90/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,Как завоевывать друзей и оказывать влияние на людей,4.5,28.0,3488,Попурри,"9789851551084, 978-985-15-4554-0, 978-985-15-4429-1, 978-985-15-4051-4, 978-985-15-3470-4",интегральный переплет,352.0,газетная,русский,2022.0,205 мм,130 мм,1073965,,,нет,84x108/32,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,Белые ночи,5.0,2.0,1034,Азбука,978-5-389-13859-9,твердый переплет,416.0,газетная,русский,2021.0,200 мм,126 мм,983700,,,нет,,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,За стенкой. История Конарда Леграна,5.0,2.0,2688,АСТ,978-5-17-147093-7,твердый переплет,320.0,офсетная,русский,2022.0,210 мм,134 мм,2551510,,,,,22 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,Заговор демонов,,,3217,Freedom,978-5-04179-764-5,твердый переплет,448.0,"офсетная, пухлая",русский,2023.0,207 мм,135 мм,3063908,,,,84x108/32,25 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,Византия. История исчезнувшей империи,5.0,3.0,4301,Альпина нон-фикшн,978-5-91671-755-6,твердый переплет,386.0,,русский,2021.0,,,883813,,3000 экземпляров,нет,60x90/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,Хорошие жены,5.0,13.0,1044,АСТ,978-5-17-154678-6,мягкая обложка,384.0,"пухлая, типографская",русский,2023.0,180 мм,115 мм,2820921,,,,76x100/32,28 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
